observation_id,flight_id,item_id,source_image_id,reference_image_id,consumption_estimate_pct
OBS-01-chicken_rice_vegetables-018,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-018,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-019,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-019,REF-chicken_rice_vegetables-01,97
OBS-01-chicken_rice_vegetables-020,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-020,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-021,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-021,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-022,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-022,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-023,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-023,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-024,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-024,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-025,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-025,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-026,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-026,REF-chicken_rice_vegetables-01,81
OBS-01-chicken_rice_vegetables-027,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-027,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-028,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-028,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-029,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-029,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-030,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-030,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-031,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-031,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-032,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-032,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-033,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-033,REF-chicken_rice_vegetables-01,73
OBS-01-chicken_rice_vegetables-034,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-034,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-035,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-035,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-036,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-036,REF-chicken_rice_vegetables-01,85
OBS-01-chicken_rice_vegetables-037,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-037,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-038,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-038,REF-chicken_rice_vegetables-01,79
OBS-01-chicken_rice_vegetables-039,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-039,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-040,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-040,REF-chicken_rice_vegetables-01,79
OBS-01-chicken_rice_vegetables-041,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-041,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-042,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-042,REF-chicken_rice_vegetables-01,77
OBS-01-chicken_rice_vegetables-043,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-043,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-044,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-044,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-045,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-045,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-046,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-046,REF-chicken_rice_vegetables-01,80
OBS-01-chicken_rice_vegetables-047,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-047,REF-chicken_rice_vegetables-01,77
OBS-01-chicken_rice_vegetables-048,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-048,REF-chicken_rice_vegetables-01,100
OBS-01-chicken_rice_vegetables-049,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-049,REF-chicken_rice_vegetables-01,74
OBS-01-chicken_rice_vegetables-050,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-050,REF-chicken_rice_vegetables-01,83
OBS-01-chicken_rice_vegetables-051,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-051,REF-chicken_rice_vegetables-01,78
OBS-01-chicken_rice_vegetables-052,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-052,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-053,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-053,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-054,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-054,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-055,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-055,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-056,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-056,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-057,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-057,REF-chicken_rice_vegetables-01,82
OBS-01-chicken_rice_vegetables-058,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-058,REF-chicken_rice_vegetables-01,73
OBS-01-chicken_rice_vegetables-059,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-059,REF-chicken_rice_vegetables-01,83
OBS-01-chicken_rice_vegetables-060,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-060,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-061,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-061,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-062,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-062,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-063,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-063,REF-chicken_rice_vegetables-01,79
OBS-01-chicken_rice_vegetables-064,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-064,REF-chicken_rice_vegetables-01,71
OBS-01-chicken_rice_vegetables-065,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-065,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-066,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-066,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-067,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-067,REF-chicken_rice_vegetables-01,77
OBS-01-chicken_rice_vegetables-068,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-068,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-069,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-069,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-070,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-070,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-071,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-071,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-072,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-072,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-073,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-073,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-074,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-074,REF-chicken_rice_vegetables-01,77
OBS-01-chicken_rice_vegetables-075,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-075,REF-chicken_rice_vegetables-01,77
OBS-01-chicken_rice_vegetables-076,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-076,REF-chicken_rice_vegetables-01,96
OBS-01-chicken_rice_vegetables-077,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-077,REF-chicken_rice_vegetables-01,96
OBS-01-chicken_rice_vegetables-078,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-078,REF-chicken_rice_vegetables-01,81
OBS-01-chicken_rice_vegetables-079,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-079,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-080,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-080,REF-chicken_rice_vegetables-01,70
OBS-01-chicken_rice_vegetables-081,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-081,REF-chicken_rice_vegetables-01,81
OBS-01-chicken_rice_vegetables-082,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-082,REF-chicken_rice_vegetables-01,95
OBS-01-chicken_rice_vegetables-083,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-083,REF-chicken_rice_vegetables-01,80
OBS-01-chicken_rice_vegetables-084,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-084,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-085,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-085,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-086,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-086,REF-chicken_rice_vegetables-01,95
OBS-01-chicken_rice_vegetables-087,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-087,REF-chicken_rice_vegetables-01,67
OBS-01-chicken_rice_vegetables-088,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-088,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-089,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-089,REF-chicken_rice_vegetables-01,78
OBS-01-chicken_rice_vegetables-090,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-090,REF-chicken_rice_vegetables-01,80
OBS-01-chicken_rice_vegetables-091,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-091,REF-chicken_rice_vegetables-01,99
OBS-01-chicken_rice_vegetables-092,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-092,REF-chicken_rice_vegetables-01,85
OBS-01-chicken_rice_vegetables-093,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-093,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-094,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-094,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-095,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-095,REF-chicken_rice_vegetables-01,74
OBS-01-chicken_rice_vegetables-096,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-096,REF-chicken_rice_vegetables-01,71
OBS-01-chicken_rice_vegetables-097,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-097,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-098,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-098,REF-chicken_rice_vegetables-01,78
OBS-01-chicken_rice_vegetables-099,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-099,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-100,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-100,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-101,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-101,REF-chicken_rice_vegetables-01,83
OBS-01-chicken_rice_vegetables-102,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-102,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-103,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-103,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-104,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-104,REF-chicken_rice_vegetables-01,95
OBS-01-chicken_rice_vegetables-105,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-105,REF-chicken_rice_vegetables-01,78
OBS-01-chicken_rice_vegetables-106,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-106,REF-chicken_rice_vegetables-01,96
OBS-01-chicken_rice_vegetables-107,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-107,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-108,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-108,REF-chicken_rice_vegetables-01,80
OBS-01-chicken_rice_vegetables-109,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-109,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-110,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-110,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-111,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-111,REF-chicken_rice_vegetables-01,99
OBS-01-chicken_rice_vegetables-112,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-112,REF-chicken_rice_vegetables-01,78
OBS-01-chicken_rice_vegetables-113,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-113,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-114,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-114,REF-chicken_rice_vegetables-01,67
OBS-01-chicken_rice_vegetables-115,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-115,REF-chicken_rice_vegetables-01,73
OBS-01-chicken_rice_vegetables-116,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-116,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-117,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-117,REF-chicken_rice_vegetables-01,70
OBS-01-chicken_rice_vegetables-118,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-118,REF-chicken_rice_vegetables-01,49
OBS-01-chicken_rice_vegetables-119,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-119,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-120,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-120,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-121,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-121,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-122,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-122,REF-chicken_rice_vegetables-01,85
OBS-01-chicken_rice_vegetables-123,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-123,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-124,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-124,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-125,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-125,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-126,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-126,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-127,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-127,REF-chicken_rice_vegetables-01,85
OBS-01-chicken_rice_vegetables-128,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-128,REF-chicken_rice_vegetables-01,95
OBS-01-chicken_rice_vegetables-129,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-129,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-130,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-130,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-131,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-131,REF-chicken_rice_vegetables-01,71
OBS-01-chicken_rice_vegetables-132,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-132,REF-chicken_rice_vegetables-01,92
OBS-01-chicken_rice_vegetables-133,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-133,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-134,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-134,REF-chicken_rice_vegetables-01,66
OBS-01-chicken_rice_vegetables-135,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-135,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-136,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-136,REF-chicken_rice_vegetables-01,64
OBS-01-chicken_rice_vegetables-137,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-137,REF-chicken_rice_vegetables-01,73
OBS-01-chicken_rice_vegetables-138,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-138,REF-chicken_rice_vegetables-01,79
OBS-01-chicken_rice_vegetables-139,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-139,REF-chicken_rice_vegetables-01,97
OBS-01-chicken_rice_vegetables-140,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-140,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-141,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-141,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-142,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-142,REF-chicken_rice_vegetables-01,86
OBS-01-chicken_rice_vegetables-143,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-143,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-144,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-144,REF-chicken_rice_vegetables-01,85
OBS-01-chicken_rice_vegetables-145,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-145,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-146,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-146,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-147,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-147,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-148,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-148,REF-chicken_rice_vegetables-01,96
OBS-01-chicken_rice_vegetables-149,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-149,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-150,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-150,REF-chicken_rice_vegetables-01,82
OBS-01-chicken_rice_vegetables-151,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-151,REF-chicken_rice_vegetables-01,72
OBS-01-chicken_rice_vegetables-152,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-152,REF-chicken_rice_vegetables-01,97
OBS-01-chicken_rice_vegetables-153,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-153,REF-chicken_rice_vegetables-01,79
OBS-01-chicken_rice_vegetables-154,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-154,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-155,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-155,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-156,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-156,REF-chicken_rice_vegetables-01,95
OBS-01-chicken_rice_vegetables-157,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-157,REF-chicken_rice_vegetables-01,73
OBS-01-chicken_rice_vegetables-158,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-158,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-159,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-159,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-160,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-160,REF-chicken_rice_vegetables-01,82
OBS-01-chicken_rice_vegetables-161,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-161,REF-chicken_rice_vegetables-01,93
OBS-01-chicken_rice_vegetables-162,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-162,REF-chicken_rice_vegetables-01,81
OBS-01-chicken_rice_vegetables-163,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-163,REF-chicken_rice_vegetables-01,90
OBS-01-chicken_rice_vegetables-164,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-164,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-165,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-165,REF-chicken_rice_vegetables-01,87
OBS-01-chicken_rice_vegetables-166,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-166,REF-chicken_rice_vegetables-01,68
OBS-01-chicken_rice_vegetables-167,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-167,REF-chicken_rice_vegetables-01,64
OBS-01-chicken_rice_vegetables-168,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-168,REF-chicken_rice_vegetables-01,70
OBS-01-chicken_rice_vegetables-169,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-169,REF-chicken_rice_vegetables-01,91
OBS-01-chicken_rice_vegetables-170,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-170,REF-chicken_rice_vegetables-01,80
OBS-01-chicken_rice_vegetables-171,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-171,REF-chicken_rice_vegetables-01,88
OBS-01-chicken_rice_vegetables-172,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-172,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-173,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-173,REF-chicken_rice_vegetables-01,75
OBS-01-chicken_rice_vegetables-174,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-174,REF-chicken_rice_vegetables-01,96
OBS-01-chicken_rice_vegetables-175,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-175,REF-chicken_rice_vegetables-01,74
OBS-01-chicken_rice_vegetables-176,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-176,REF-chicken_rice_vegetables-01,89
OBS-01-chicken_rice_vegetables-177,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-177,REF-chicken_rice_vegetables-01,84
OBS-01-chicken_rice_vegetables-178,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-178,REF-chicken_rice_vegetables-01,82
OBS-01-chicken_rice_vegetables-179,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-179,REF-chicken_rice_vegetables-01,94
OBS-01-chicken_rice_vegetables-180,FRA-HND-2026-07-04-GE101,chicken_rice_vegetables,IMG-01-180,REF-chicken_rice_vegetables-01,69
